Move,Type,Cat.,Pwr.,Acc.,PP,S. Contest,Appeal,Pokemon Name,level
Mega Drain,Grass,Special,40,100%,15,Smart,1 ♥,Kabuto,36
Metal Sound,Steel,Status,—,85%,40,Smart,2 ♥♥,Kabuto,41
AncientPower,Rock,Special,60,100%,5,Tough,2 ♥♥,Kabuto,46
Wring Out,Normal,Special,—,100%,5,Smart,2 ♥♥,Kabuto,51
Feint,Normal,Physical,50,100%,10,Beauty,0,Kabutops,1
Scratch,Normal,Physical,40,100%,35,Tough,3 ♥♥♥,Kabutops,1
Harden,Normal,Status,—,—%,30,Tough,2 ♥♥,Kabutops,1
Absorb,Grass,Special,20,100%,25,Smart,1 ♥,Kabutops,1
Leer,Normal,Status,—,100%,30,Cool,2 ♥♥,Kabutops,1
Absorb,Grass,Special,20,100%,25,Smart,1 ♥,Kabutops,6
Leer,Normal,Status,—,100%,30,Cool,2 ♥♥,Kabutops,11
Mud Shot,Ground,Special,55,95%,15,Tough,2 ♥♥,Kabutops,16
Sand-Attack,Ground,Status,—,100%,15,Cute,2 ♥♥,Kabutops,21
Endure,Normal,Status,—,—%,10,Tough,2 ♥♥,Kabutops,26
Aqua Jet,Water,Physical,40,100%,20,Beauty,2 ♥♥,Kabutops,31
Mega Drain,Grass,Special,40,100%,15,Smart,1 ♥,Kabutops,36
Slash,Normal,Physical,70,100%,20,Cool,3 ♥♥♥,Kabutops,40
Metal Sound,Steel,Status,—,85%,40,Smart,2 ♥♥,Kabutops,45
AncientPower,Rock,Special,60,100%,5,Tough,2 ♥♥,Kabutops,54
Wring Out,Normal,Special,—,100%,5,Smart,2 ♥♥,Kabutops,63
Night Slash,Dark,Physical,70,100%,15,Beauty,3 ♥♥♥,Kabutops,72
Fire Fang,Fire,Physical,65,95%,15,Beauty,3 ♥♥♥,Aerodactyl,1
Thunder Fang,Electric,Physical,65,95%,15,Smart,3 ♥♥♥,Aerodactyl,1
Ice Fang,Ice,Physical,65,95%,15,Cool,3 ♥♥♥,Aerodactyl,1
Wing Attack,Flying,Physical,60,100%,35,Cool,3 ♥♥♥,Aerodactyl,1
Supersonic,Normal,Status,—,55%,20,Smart,2 ♥♥,Aerodactyl,1
Bite,Dark,Physical,60,100%,25,Tough,3 ♥♥♥,Aerodactyl,1
Scary Face,Normal,Status,—,90%,10,Tough,2 ♥♥,Aerodactyl,1
Roar,Normal,Status,—,100%,20,Cool,2 ♥♥,Aerodactyl,9
Agility,Psychic,Status,—,—%,30,Cool,2 ♥♥,Aerodactyl,17
AncientPower,Rock,Special,60,100%,5,Tough,2 ♥♥,Aerodactyl,25
Crunch,Dark,Physical,80,100%,15,Tough,2 ♥♥,Aerodactyl,33
Take Down,Normal,Physical,90,85%,20,Tough,3 ♥♥♥,Aerodactyl,41
Iron Head,Steel,Physical,80,100%,15,Tough,2 ♥♥,Aerodactyl,49
Hyper Beam,Normal,Special,150,90%,5,Cool,2 ♥♥,Aerodactyl,57
Rock Slide,Rock,Physical,75,90%,10,Tough,3 ♥♥♥,Aerodactyl,65
Giga Impact,Normal,Physical,150,90%,5,Beauty,2 ♥♥,Aerodactyl,73
Tackle,Normal,Physical,35,95%,35,Tough,3 ♥♥♥,Snorlax,1
Defense Curl,Normal,Status,—,—%,40,Cute,2 ♥♥,Snorlax,4
Amnesia,Psychic,Status,—,—%,20,Cute,0,Snorlax,9
Lick,Ghost,Physical,20,100%,30,Tough,0,Snorlax,12
Belly Drum,Normal,Status,—,—%,10,Cute,0,Snorlax,17
Yawn,Normal,Status,—,—%,10,Cute,2 ♥♥,Snorlax,20
Rest,Psychic,Status,—,—%,10,Cute,0,Snorlax,25
Snore,Normal,Special,40,100%,15,Cute,3 ♥♥♥,Snorlax,28
Sleep Talk,Normal,Status,—,—%,10,Cute,3 ♥♥♥,Snorlax,28
Body Slam,Normal,Physical,85,100%,15,Tough,3 ♥♥♥,Snorlax,33
Block,Normal,Status,—,—%,5,Cute,2 ♥♥,Snorlax,36
Rollout,Rock,Physical,30,90%,20,Tough,2 ♥♥,Snorlax,41
Crunch,Dark,Physical,80,100%,15,Tough,2 ♥♥,Snorlax,44
Giga Impact,Normal,Physical,150,90%,5,Beauty,2 ♥♥,Snorlax,49
Tackle,Normal,Physical,35,95%,35,Tough,3 ♥♥♥,Bulbasaur,1
Growl,Normal,Status,—,100%,40,Cute,2 ♥♥,Bulbasaur,3
Leech Seed,Grass,Status,—,90%,10,Smart,0,Bulbasaur,7
Vine Whip,Grass,Physical,35,100%,15,Cool,3 ♥♥♥,Bulbasaur,9
PoisonPowder,Poison,Status,—,75%,35,Smart,2 ♥♥,Bulbasaur,13
Sleep Powder,Grass,Status,—,75%,15,Smart,2 ♥♥,Bulbasaur,13
Take Down,Normal,Physical,90,85%,20,Tough,3 ♥♥♥,Bulbasaur,15
Razor Leaf,Grass,Physical,55,95%,25,Cool,3 ♥♥♥,Bulbasaur,19
Sweet Scent,Normal,Status,—,100%,20,Cute,2 ♥♥,Bulbasaur,21
Growth,Normal,Status,—,—%,40,Beauty,0,Bulbasaur,25
Double-Edge,Normal,Physical,120,100%,15,Tough,0,Bulbasaur,27
Worry Seed,Grass,Status,—,100%,10,Beauty,2 ♥♥,Bulbasaur,31
Synthesis,Grass,Status,—,—%,5,Smart,0,Bulbasaur,33
Seed Bomb,Grass,Physical,80,100%,15,Smart,3 ♥♥♥,Bulbasaur,37
Tackle,Normal,Physical,35,95%,35,Tough,3 ♥♥♥,Ivysaur,1
Growl,Normal,Status,—,100%,40,Cute,2 ♥♥,Ivysaur,1
Leech Seed,Grass,Status,—,90%,10,Smart,0,Ivysaur,1
Growl,Normal,Status,—,100%,40,Cute,2 ♥♥,Ivysaur,3
Leech Seed,Grass,Status,—,90%,10,Smart,0,Ivysaur,7
Vine Whip,Grass,Physical,35,100%,15,Cool,3 ♥♥♥,Ivysaur,9
PoisonPowder,Poison,Status,—,75%,35,Smart,2 ♥♥,Ivysaur,13
Sleep Powder,Grass,Status,—,75%,15,Smart,2 ♥♥,Ivysaur,13
Take Down,Normal,Physical,90,85%,20,Tough,3 ♥♥♥,Ivysaur,15
Razor Leaf,Grass,Physical,55,95%,25,Cool,3 ♥♥♥,Ivysaur,20
Sweet Scent,Normal,Status,—,100%,20,Cute,2 ♥♥,Ivysaur,23
Growth,Normal,Status,—,—%,40,Beauty,0,Ivysaur,28
Double-Edge,Normal,Physical,120,100%,15,Tough,0,Ivysaur,31
Worry Seed,Grass,Status,—,100%,10,Beauty,2 ♥♥,Ivysaur,36
Synthesis,Grass,Status,—,—%,5,Smart,0,Ivysaur,39
SolarBeam,Grass,Special,120,100%,10,Cool,1 ♥,Ivysaur,44
Tackle,Normal,Physical,35,95%,35,Tough,3 ♥♥♥,Venusaur,1
Growl,Normal,Status,—,100%,40,Cute,2 ♥♥,Venusaur,1
Leech Seed,Grass,Status,—,90%,10,Smart,0,Venusaur,1
Vine Whip,Grass,Physical,35,100%,15,Cool,3 ♥♥♥,Venusaur,1
Growl,Normal,Status,—,100%,40,Cute,2 ♥♥,Venusaur,3
Leech Seed,Grass,Status,—,90%,10,Smart,0,Venusaur,7
Vine Whip,Grass,Physical,35,100%,15,Cool,3 ♥♥♥,Venusaur,9
PoisonPowder,Poison,Status,—,75%,35,Smart,2 ♥♥,Venusaur,13
Sleep Powder,Grass,Status,—,75%,15,Smart,2 ♥♥,Venusaur,13
Take Down,Normal,Physical,90,85%,20,Tough,3 ♥♥♥,Venusaur,15
Razor Leaf,Grass,Physical,55,95%,25,Cool,3 ♥♥♥,Venusaur,20
Sweet Scent,Normal,Status,—,100%,20,Cute,2 ♥♥,Venusaur,23
Growth,Normal,Status,—,—%,40,Beauty,0,Venusaur,28
Double-Edge,Normal,Physical,120,100%,15,Tough,0,Venusaur,31
Petal Dance,Grass,Special,90,100%,20,Beauty,0,Venusaur,32
Worry Seed,Grass,Status,—,100%,10,Beauty,2 ♥♥,Venusaur,39
Synthesis,Grass,Status,—,—%,5,Smart,0,Venusaur,45
SolarBeam,Grass,Special,120,100%,10,Cool,1 ♥,Venusaur,53
Scratch,Normal,Physical,40,100%,35,Tough,3 ♥♥♥,Charmander,1
Growl,Normal,Status,—,100%,40,Cute,2 ♥♥,Charmander,1
Ember,Fire,Special,40,100%,25,Beauty,3 ♥♥♥,Charmander,7
SmokeScreen,Normal,Status,—,100%,20,Smart,2 ♥♥,Charmander,10
Dragon Rage,Dragon,Special,—,100%,10,Cool,3 ♥♥♥,Charmander,16
Scary Face,Normal,Status,—,90%,10,Tough,2 ♥♥,Charmander,19
Fire Fang,Fire,Physical,65,95%,15,Beauty,3 ♥♥♥,Charmander,25
Slash,Normal,Physical,70,100%,20,Cool,3 ♥♥♥,Charmander,28
Flamethrower,Fire,Special,95,100%,15,Beauty,2 ♥♥,Charmander,34
Fire Spin,Fire,Special,15,70%,15,Beauty,0,Charmander,37
Scratch,Normal,Physical,40,100%,35,Tough,3 ♥♥♥,Charmeleon,1
Growl,Normal,Status,—,100%,40,Cute,2 ♥♥,Charmeleon,1
Ember,Fire,Special,40,100%,25,Beauty,3 ♥♥♥,Charmeleon,1
Ember,Fire,Special,40,100%,25,Beauty,3 ♥♥♥,Charmeleon,7
SmokeScreen,Normal,Status,—,100%,20,Smart,2 ♥♥,Charmeleon,10
Dragon Rage,Dragon,Special,—,100%,10,Cool,3 ♥♥♥,Charmeleon,17
Scary Face,Normal,Status,—,90%,10,Tough,2 ♥♥,Charmeleon,21
Fire Fang,Fire,Physical,65,95%,15,Beauty,3 ♥♥♥,Charmeleon,28
Slash,Normal,Physical,70,100%,20,Cool,3 ♥♥♥,Charmeleon,32
Flamethrower,Fire,Special,95,100%,15,Beauty,2 ♥♥,Charmeleon,39
Fire Spin,Fire,Special,15,70%,15,Beauty,0,Charmeleon,43
Dragon Claw,Dragon,Physical,80,100%,15,Cool,2 ♥♥,Charizard,1
Shadow Claw,Ghost,Physical,70,100%,15,Cute,2 ♥♥,Charizard,1
Air Slash,Flying,Special,75,95%,20,Cool,2 ♥♥,Charizard,1
Scratch,Normal,Physical,40,100%,35,Tough,3 ♥♥♥,Charizard,1
Growl,Normal,Status,—,100%,40,Cute,2 ♥♥,Charizard,1
Ember,Fire,Special,40,100%,25,Beauty,3 ♥♥♥,Charizard,1
SmokeScreen,Normal,Status,—,100%,20,Smart,2 ♥♥,Charizard,1
Ember,Fire,Special,40,100%,25,Beauty,3 ♥♥♥,Charizard,7
SmokeScreen,Normal,Status,—,100%,20,Smart,2 ♥♥,Charizard,10
Dragon Rage,Dragon,Special,—,100%,10,Cool,3 ♥♥♥,Charizard,17
Scary Face,Normal,Status,—,90%,10,Tough,2 ♥♥,Charizard,21
Fire Fang,Fire,Physical,65,95%,15,Beauty,3 ♥♥♥,Charizard,28
Slash,Normal,Physical,70,100%,20,Cool,3 ♥♥♥,Charizard,32
Wing Attack,Flying,Physical,60,100%,35,Cool,3 ♥♥♥,Charizard,36
Flamethrower,Fire,Special,95,100%,15,Beauty,2 ♥♥,Charizard,42
Fire Spin,Fire,Special,15,70%,15,Beauty,0,Charizard,49
Heat Wave,Fire,Special,100,90%,10,Beauty,2 ♥♥,Charizard,59
Flare Blitz,Fire,Physical,120,100%,15,Smart,2 ♥♥,Charizard,66
Tackle,Normal,Physical,35,95%,35,Tough,3 ♥♥♥,Squirtle,1
Tail Whip,Normal,Status,—,100%,30,Cute,2 ♥♥,Squirtle,4
Bubble,Water,Special,20,100%,30,Cute,2 ♥♥,Squirtle,7
Withdraw,Water,Status,—,—%,40,Cute,2 ♥♥,Squirtle,10
Water Gun,Water,Special,40,100%,25,Cute,3 ♥♥♥,Squirtle,13
Bite,Dark,Physical,60,100%,25,Tough,3 ♥♥♥,Squirtle,16
Rapid Spin,Normal,Physical,20,100%,40,Cool,2 ♥♥,Squirtle,19
Protect,Normal,Status,—,—%,10,Cute,0,Squirtle,22
Water Pulse,Water,Special,60,100%,20,Beauty,2 ♥♥,Squirtle,25
Aqua Tail,Water,Physical,90,90%,10,Cute,3 ♥♥♥,Squirtle,28
Skull Bash,Normal,Physical,100,100%,15,Tough,1 ♥,Squirtle,31
Iron Defense,Steel,Status,—,—%,15,Tough,2 ♥♥,Squirtle,34
Rain Dance,Water,Status,—,—%,5,Tough,2 ♥♥,Squirtle,37
Hydro Pump,Water,Special,120,80%,5,Beauty,2 ♥♥,Squirtle,40
Tackle,Normal,Physical,35,95%,35,Tough,3 ♥♥♥,Wartortle,1
Tail Whip,Normal,Status,—,100%,30,Cute,2 ♥♥,Wartortle,1
Bubble,Water,Special,20,100%,30,Cute,2 ♥♥,Wartortle,1
Tail Whip,Normal,Status,—,100%,30,Cute,2 ♥♥,Wartortle,4
Bubble,Water,Special,20,100%,30,Cute,2 ♥♥,Wartortle,7
Withdraw,Water,Status,—,—%,40,Cute,2 ♥♥,Wartortle,10
Water Gun,Water,Special,40,100%,25,Cute,3 ♥♥♥,Wartortle,13
Bite,Dark,Physical,60,100%,25,Tough,3 ♥♥♥,Wartortle,16
Rapid Spin,Normal,Physical,20,100%,40,Cool,2 ♥♥,Wartortle,20
Protect,Normal,Status,—,—%,10,Cute,0,Wartortle,24
Water Pulse,Water,Special,60,100%,20,Beauty,2 ♥♥,Wartortle,28
Aqua Tail,Water,Physical,90,90%,10,Cute,3 ♥♥♥,Wartortle,32
Skull Bash,Normal,Physical,100,100%,15,Tough,1 ♥,Wartortle,36
Iron Defense,Steel,Status,—,—%,15,Tough,2 ♥♥,Wartortle,40
Rain Dance,Water,Status,—,—%,5,Tough,2 ♥♥,Wartortle,44
Hydro Pump,Water,Special,120,80%,5,Beauty,2 ♥♥,Wartortle,48
Flash Cannon,Steel,Special,80,100%,10,Smart,2 ♥♥,Blastoise,1
Tackle,Normal,Physical,35,95%,35,Tough,3 ♥♥♥,Blastoise,1
Tail Whip,Normal,Status,—,100%,30,Cute,2 ♥♥,Blastoise,1
Bubble,Water,Special,20,100%,30,Cute,2 ♥♥,Blastoise,1
Withdraw,Water,Status,—,—%,40,Cute,2 ♥♥,Blastoise,1
Tail Whip,Normal,Status,—,100%,30,Cute,2 ♥♥,Blastoise,4
Bubble,Water,Special,20,100%,30,Cute,2 ♥♥,Blastoise,7
Withdraw,Water,Status,—,—%,40,Cute,2 ♥♥,Blastoise,10
Water Gun,Water,Special,40,100%,25,Cute,3 ♥♥♥,Blastoise,13
Bite,Dark,Physical,60,100%,25,Tough,3 ♥♥♥,Blastoise,16
Rapid Spin,Normal,Physical,20,100%,40,Cool,2 ♥♥,Blastoise,20
Protect,Normal,Status,—,—%,10,Cute,0,Blastoise,24
Water Pulse,Water,Special,60,100%,20,Beauty,2 ♥♥,Blastoise,28
Aqua Tail,Water,Physical,90,90%,10,Cute,3 ♥♥♥,Blastoise,32
Skull Bash,Normal,Physical,100,100%,15,Tough,1 ♥,Blastoise,39
Iron Defense,Steel,Status,—,—%,15,Tough,2 ♥♥,Blastoise,46
Rain Dance,Water,Status,—,—%,5,Tough,2 ♥♥,Blastoise,53
Hydro Pump,Water,Special,120,80%,5,Beauty,2 ♥♥,Blastoise,60
Gust,Flying,Special,40,100%,35,Smart,3 ♥♥♥,Articuno,1
Powder Snow,Ice,Special,40,100%,25,Beauty,3 ♥♥♥,Articuno,1
Mist,Ice,Status,—,—%,30,Beauty,2 ♥♥,Articuno,8
Ice Shard,Ice,Physical,40,100%,30,Beauty,2 ♥♥,Articuno,15
Mind Reader,Normal,Status,—,—%,5,Smart,1 ♥,Articuno,22
AncientPower,Rock,Special,60,100%,5,Tough,2 ♥♥,Articuno,29
Agility,Psychic,Status,—,—%,30,Cool,2 ♥♥,Articuno,36
Ice Beam,Ice,Special,95,100%,10,Beauty,2 ♥♥,Articuno,43
Reflect,Psychic,Status,—,—%,20,Smart,2 ♥♥,Articuno,50
Roost,Flying,Status,—,—%,10,Cool,0,Articuno,57
Tailwind,Flying,Status,—,—%,30,Smart,2 ♥♥,Articuno,64
Blizzard,Ice,Special,120,70%,5,Beauty,2 ♥♥,Articuno,71
Sheer Cold,Ice,Special,—,30%,5,Beauty,0,Articuno,78
Hail,Ice,Status,—,—%,10,Beauty,2 ♥♥,Articuno,85
Peck,Flying,Physical,35,100%,35,Cool,3 ♥♥♥,Zapdos,1
ThunderShock,Electric,Special,40,100%,30,Cool,3 ♥♥♥,Zapdos,1
Thunder Wave,Electric,Status,—,100%,20,Cool,2 ♥♥,Zapdos,8
Detect,Fighting,Status,—,—%,5,Cool,0,Zapdos,15
Pluck,Flying,Physical,60,100%,20,Cute,0,Zapdos,22
AncientPower,Rock,Special,60,100%,5,Tough,2 ♥♥,Zapdos,29
Charge,Electric,Status,—,—%,20,Smart,0,Zapdos,36
Agility,Psychic,Status,—,—%,30,Cool,2 ♥♥,Zapdos,43
Discharge,Electric,Special,80,100%,15,Cool,2 ♥♥,Zapdos,50
Roost,Flying,Status,—,—%,10,Cool,0,Zapdos,57
Light Screen,Psychic,Status,—,—%,30,Beauty,2 ♥♥,Zapdos,64
Drill Peck,Flying,Physical,80,100%,20,Cool,3 ♥♥♥,Zapdos,71
Thunder,Electric,Special,120,70%,10,Cool,2 ♥♥,Zapdos,78
Rain Dance,Water,Status,—,—%,5,Tough,2 ♥♥,Zapdos,85
Wing Attack,Flying,Physical,60,100%,35,Cool,3 ♥♥♥,Moltres,1
Ember,Fire,Special,40,100%,25,Beauty,3 ♥♥♥,Moltres,1
Fire Spin,Fire,Special,15,70%,15,Beauty,0,Moltres,8
Agility,Psychic,Status,—,—%,30,Cool,2 ♥♥,Moltres,15
Endure,Normal,Status,—,—%,10,Tough,2 ♥♥,Moltres,22
AncientPower,Rock,Special,60,100%,5,Tough,2 ♥♥,Moltres,29
Flamethrower,Fire,Special,95,100%,15,Beauty,2 ♥♥,Moltres,36
Safeguard,Normal,Status,—,—%,25,Beauty,2 ♥♥,Moltres,43
Air Slash,Flying,Special,75,95%,20,Cool,2 ♥♥,Moltres,50
Roost,Flying,Status,—,—%,10,Cool,0,Moltres,57
Heat Wave,Fire,Special,100,90%,10,Beauty,2 ♥♥,Moltres,64
SolarBeam,Grass,Special,120,100%,10,Cool,1 ♥,Moltres,71
Sky Attack,Flying,Physical,140,90%,5,Cool,1 ♥,Moltres,78
Sunny Day,Fire,Status,—,—%,5,Beauty,2 ♥♥,Moltres,85
Bite,Dark,Physical,60,100%,25,Tough,3 ♥♥♥,Raikou,1
Leer,Normal,Status,—,100%,30,Cool,2 ♥♥,Raikou,1
ThunderShock,Electric,Special,40,100%,30,Cool,3 ♥♥♥,Raikou,8
Roar,Normal,Status,—,100%,20,Cool,2 ♥♥,Raikou,15
Quick Attack,Normal,Physical,40,100%,30,Cool,2 ♥♥,Raikou,22
Spark,Electric,Physical,65,100%,20,Cool,3 ♥♥♥,Raikou,29
Reflect,Psychic,Status,—,—%,20,Smart,2 ♥♥,Raikou,36
Crunch,Dark,Physical,80,100%,15,Tough,2 ♥♥,Raikou,43
Thunder Fang,Electric,Physical,65,95%,15,Smart,3 ♥♥♥,Raikou,50
Discharge,Electric,Special,80,100%,15,Cool,2 ♥♥,Raikou,57
Extrasensory,Psychic,Special,80,100%,30,Cool,2 ♥♥,Raikou,64
Rain Dance,Water,Status,—,—%,5,Tough,2 ♥♥,Raikou,71
Calm Mind,Psychic,Status,—,—%,20,Smart,0,Raikou,78
Thunder,Electric,Special,120,70%,10,Cool,2 ♥♥,Raikou,85
Bite,Dark,Physical,60,100%,25,Tough,3 ♥♥♥,Entei,1
Leer,Normal,Status,—,100%,30,Cool,2 ♥♥,Entei,1
Ember,Fire,Special,40,100%,25,Beauty,3 ♥♥♥,Entei,8
Roar,Normal,Status,—,100%,20,Cool,2 ♥♥,Entei,15
Fire Spin,Fire,Special,15,70%,15,Beauty,0,Entei,22
Stomp,Normal,Physical,65,100%,20,Tough,3 ♥♥♥,Entei,29
Flamethrower,Fire,Special,95,100%,15,Beauty,2 ♥♥,Entei,36
Swagger,Normal,Status,—,90%,15,Cute,2 ♥♥,Entei,43
Fire Fang,Fire,Physical,65,95%,15,Beauty,3 ♥♥♥,Entei,50
Lava Plume,Fire,Special,80,100%,15,Tough,2 ♥♥,Entei,57
Extrasensory,Psychic,Special,80,100%,30,Cool,2 ♥♥,Entei,64
Fire Blast,Fire,Special,120,85%,5,Beauty,2 ♥♥,Entei,71
Calm Mind,Psychic,Status,—,—%,20,Smart,0,Entei,78
Eruption,Fire,Special,150,100%,5,Beauty,2 ♥♥,Entei,85
Bite,Dark,Physical,60,100%,25,Tough,3 ♥♥♥,Suicune,1
Leer,Normal,Status,—,100%,30,Cool,2 ♥♥,Suicune,1
BubbleBeam,Water,Special,65,100%,20,Beauty,2 ♥♥,Suicune,8
Rain Dance,Water,Status,—,—%,5,Tough,2 ♥♥,Suicune,15
Gust,Flying,Special,40,100%,35,Smart,3 ♥♥♥,Suicune,22
Aurora Beam,Ice,Special,65,100%,20,Beauty,2 ♥♥,Suicune,29
Mist,Ice,Status,—,—%,30,Beauty,2 ♥♥,Suicune,36
Mirror Coat,Psychic,Special,—,100%,20,Beauty,2 ♥♥,Suicune,43
Ice Fang,Ice,Physical,65,95%,15,Cool,3 ♥♥♥,Suicune,50
Tailwind,Flying,Status,—,—%,30,Smart,2 ♥♥,Suicune,57
Extrasensory,Psychic,Special,80,100%,30,Cool,2 ♥♥,Suicune,64
Hydro Pump,Water,Special,120,80%,5,Beauty,2 ♥♥,Suicune,71
Calm Mind,Psychic,Status,—,—%,20,Smart,0,Suicune,78
Blizzard,Ice,Special,120,70%,5,Beauty,2 ♥♥,Suicune,85
Wrap,Normal,Physical,15,85%,20,Tough,0,Dratini,1
Leer,Normal,Status,—,100%,30,Cool,2 ♥♥,Dratini,1
Thunder Wave,Electric,Status,—,100%,20,Cool,2 ♥♥,Dratini,5
Twister,Dragon,Special,40,100%,20,Cool,3 ♥♥♥,Dratini,11
Dragon Rage,Dragon,Special,—,100%,10,Cool,3 ♥♥♥,Dratini,15
Slam,Normal,Physical,80,75%,20,Tough,3 ♥♥♥,Dratini,21
Agility,Psychic,Status,—,—%,30,Cool,2 ♥♥,Dratini,25
Aqua Tail,Water,Physical,90,90%,10,Cute,3 ♥♥♥,Dratini,31
Dragon Rush,Dragon,Physical,100,75%,10,Cool,2 ♥♥,Dratini,35
Safeguard,Normal,Status,—,—%,25,Beauty,2 ♥♥,Dratini,41
Dragon Dance,Dragon,Status,—,—%,20,Cool,0,Dratini,45
Outrage,Dragon,Physical,120,100%,15,Cool,2 ♥♥,Dratini,51
Hyper Beam,Normal,Special,150,90%,5,Cool,2 ♥♥,Dratini,55
Wrap,Normal,Physical,15,85%,20,Tough,0,Dragonair,1
Leer,Normal,Status,—,100%,30,Cool,2 ♥♥,Dragonair,1
Thunder Wave,Electric,Status,—,100%,20,Cool,2 ♥♥,Dragonair,1
Twister,Dragon,Special,40,100%,20,Cool,3 ♥♥♥,Dragonair,1
Thunder Wave,Electric,Status,—,100%,20,Cool,2 ♥♥,Dragonair,5
Twister,Dragon,Special,40,100%,20,Cool,3 ♥♥♥,Dragonair,11
Dragon Rage,Dragon,Special,—,100%,10,Cool,3 ♥♥♥,Dragonair,15
Slam,Normal,Physical,80,75%,20,Tough,3 ♥♥♥,Dragonair,21
Agility,Psychic,Status,—,—%,30,Cool,2 ♥♥,Dragonair,25
Aqua Tail,Water,Physical,90,90%,10,Cute,3 ♥♥♥,Dragonair,33
Dragon Rush,Dragon,Physical,100,75%,10,Cool,2 ♥♥,Dragonair,39
Safeguard,Normal,Status,—,—%,25,Beauty,2 ♥♥,Dragonair,47
Dragon Dance,Dragon,Status,—,—%,20,Cool,0,Dragonair,53
Outrage,Dragon,Physical,120,100%,15,Cool,2 ♥♥,Dragonair,61
Hyper Beam,Normal,Special,150,90%,5,Cool,2 ♥♥,Dragonair,67
Fire Punch,Fire,Physical,75,100%,15,Beauty,2 ♥♥,Dragonite,1
ThunderPunch,Electric,Physical,75,100%,15,Cool,2 ♥♥,Dragonite,1
Roost,Flying,Status,—,—%,10,Cool,0,Dragonite,1
Wrap,Normal,Physical,15,85%,20,Tough,0,Dragonite,1
Leer,Normal,Status,—,100%,30,Cool,2 ♥♥,Dragonite,1
Thunder Wave,Electric,Status,—,100%,20,Cool,2 ♥♥,Dragonite,1
Twister,Dragon,Special,40,100%,20,Cool,3 ♥♥♥,Dragonite,1
Thunder Wave,Electric,Status,—,100%,20,Cool,2 ♥♥,Dragonite,5
Twister,Dragon,Special,40,100%,20,Cool,3 ♥♥♥,Dragonite,11
Dragon Rage,Dragon,Special,—,100%,10,Cool,3 ♥♥♥,Dragonite,15
Slam,Normal,Physical,80,75%,20,Tough,3 ♥♥♥,Dragonite,21
Agility,Psychic,Status,—,—%,30,Cool,2 ♥♥,Dragonite,25
Aqua Tail,Water,Physical,90,90%,10,Cute,3 ♥♥♥,Dragonite,33
Dragon Rush,Dragon,Physical,100,75%,10,Cool,2 ♥♥,Dragonite,39
Safeguard,Normal,Status,—,—%,25,Beauty,2 ♥♥,Dragonite,47
Dragon Dance,Dragon,Status,—,—%,20,Cool,0,Dragonite,53
Wing Attack,Flying,Physical,60,100%,35,Cool,3 ♥♥♥,Dragonite,55
Outrage,Dragon,Physical,120,100%,15,Cool,2 ♥♥,Dragonite,64
Hyper Beam,Normal,Special,150,90%,5,Cool,2 ♥♥,Dragonite,73
Bite,Dark,Physical,60,100%,25,Tough,3 ♥♥♥,Larvitar,1
Leer,Normal,Status,—,100%,30,Cool,2 ♥♥,Larvitar,1
Sandstorm,Rock,Status,—,—%,10,Tough,2 ♥♥,Larvitar,5
Screech,Normal,Status,—,85%,40,Smart,2 ♥♥,Larvitar,10
Rock Slide,Rock,Physical,75,90%,10,Tough,3 ♥♥♥,Larvitar,14
Scary Face,Normal,Status,—,90%,10,Tough,2 ♥♥,Larvitar,19
Thrash,Normal,Physical,90,100%,20,Tough,2 ♥♥,Larvitar,23
Dark Pulse,Dark,Special,80,100%,15,Cool,2 ♥♥,Larvitar,28
Payback,Dark,Physical,50,100%,10,Cool,1 ♥,Larvitar,32
Crunch,Dark,Physical,80,100%,15,Tough,2 ♥♥,Larvitar,37
Earthquake,Ground,Physical,100,100%,10,Tough,2 ♥♥,Larvitar,41
Stone Edge,Rock,Physical,100,80%,5,Tough,2 ♥♥,Larvitar,46
Hyper Beam,Normal,Special,150,90%,5,Cool,2 ♥♥,Larvitar,50
Bite,Dark,Physical,60,100%,25,Tough,3 ♥♥♥,Pupitar,1
Leer,Normal,Status,—,100%,30,Cool,2 ♥♥,Pupitar,1
Sandstorm,Rock,Status,—,—%,10,Tough,2 ♥♥,Pupitar,1
Screech,Normal,Status,—,85%,40,Smart,2 ♥♥,Pupitar,1
Sandstorm,Rock,Status,—,—%,10,Tough,2 ♥♥,Pupitar,5
Screech,Normal,Status,—,85%,40,Smart,2 ♥♥,Pupitar,10
Rock Slide,Rock,Physical,75,90%,10,Tough,3 ♥♥♥,Pupitar,14
Scary Face,Normal,Status,—,90%,10,Tough,2 ♥♥,Pupitar,19
Thrash,Normal,Physical,90,100%,20,Tough,2 ♥♥,Pupitar,23
Dark Pulse,Dark,Special,80,100%,15,Cool,2 ♥♥,Pupitar,28
Payback,Dark,Physical,50,100%,10,Cool,1 ♥,Pupitar,34
Crunch,Dark,Physical,80,100%,15,Tough,2 ♥♥,Pupitar,41
Earthquake,Ground,Physical,100,100%,10,Tough,2 ♥♥,Pupitar,47
Stone Edge,Rock,Physical,100,80%,5,Tough,2 ♥♥,Pupitar,54
Hyper Beam,Normal,Special,150,90%,5,Cool,2 ♥♥,Pupitar,60
Fire Fang,Fire,Physical,65,95%,15,Beauty,3 ♥♥♥,Tyranitar,1
Ice Fang,Ice,Physical,65,95%,15,Cool,3 ♥♥♥,Tyranitar,1
